ATCC	1	80
ATCC	2	263
ATCC	3	534
ATCC	4	843
ATCC	5	924
ATCC	6	1001
ATCC	7	1142
ATCC	8	1165
ATCC	9	1371
ATCC	10	1393
ATCC	11	1432
ATCC	12	1462
ATCC	13	1536
ATCC	14	1574
ATCC	15	1633
ATCC	16	1681
ATCC	17	1801
ATCC	18	2497
ATCC	19	2758
ATCC	20	2936
ATCC	21	3517
ATCC	22	3626
ATCC	23	5061
ATCC	24	6508
ATCC	25	8000
ATCC	26	8000
ATCC	27	8001
ATCC	28	7998
ATCC	29	7984
ATCC	30	7995
ATCC	31	7992
ATCC	32	7985
ATCC	33	7994
ATCC	34	7985
ATCC	35	7988
ATCC	36	7987
ATCC	37	7992
ATCC	38	7984
ATCC	39	7994
ATCC	40	7984
ATCC	41	7988
ATCC	42	7993
ATCC	43	7991
ATCC	44	7990
ATCC	45	7994
ATCC	46	7990
ATCC	47	7987
ATCC	48	7994
ATCC	49	7992
ATCC	50	7990
ATCC	51	7987
ATCC	52	7982
ATCC	53	7988
ATCC	54	7984
ATCC	55	7968
ATCC	56	7980
ATCC	57	7972
ATCC	58	7917
ATCC	59	7821
ATCC	60	7786
ATCC	61	7748
ATCC	62	6993
ATCC	63	7050
ATCC	64	7013
ATCC	65	7015
ATCC	66	5480
ATCC	67	5453
ATCC	68	5492
ATCC	69	5525
ATCC	70	5577
ATCC	71	5549
ATCC	72	5547
ATCC	73	5548
ATCC	74	5548
ATCC	75	5549
ATCC	76	5552
ATCC	77	5552
ATCC	78	5551
ATCC	79	5549
ATCC	80	5547
ATCC	81	5549
ATCC	82	5550
ATCC	83	5547
ATCC	84	5549
ATCC	85	5546
ATCC	86	5550
ATCC	87	5549
ATCC	88	5547
ATCC	89	5549
ATCC	90	5548
ATCC	91	5548
ATCC	92	5549
ATCC	93	5548
ATCC	94	5543
ATCC	95	5541
ATCC	96	5544
ATCC	97	5549
ATCC	98	5538
ATCC	99	5536
ATCC	100	5539
ATCC	101	5535
ATCC	102	5548
ATCC	103	5545
ATCC	104	5545
ATCC	105	5546
ATCC	106	5544
ATCC	107	5548
ATCC	108	5547
ATCC	109	5544
ATCC	110	5547
ATCC	111	5548
ATCC	112	5549
ATCC	113	5550
ATCC	114	5547
ATCC	115	5545
ATCC	116	5544
ATCC	117	5547
ATCC	118	5541
ATCC	119	5545
ATCC	120	5544
ATCC	121	5548
ATCC	122	5544
ATCC	123	5545
ATCC	124	5545
ATCC	125	5547
ATCC	126	5544
ATCC	127	5549
ATCC	128	5535
ATCC	129	5538
ATCC	130	5544
ATCC	131	5544
ATCC	132	5548
ATCC	133	5544
ATCC	134	5546
ATCC	135	5546
ATCC	136	5540
ATCC	137	5547
ATCC	138	5549
ATCC	139	5543
ATCC	140	5544
ATCC	141	5547
ATCC	142	5547
ATCC	143	5541
ATCC	144	5545
ATCC	145	5539
ATCC	146	5546
ATCC	147	5540
ATCC	148	5548
ATCC	149	5545
ATCC	150	5543
ATCC	151	5525
ATCC	152	5525
ATCC	153	5518
ATCC	154	5532
ATCC	155	5520
ATCC	156	5518
ATCC	157	5508
ATCC	158	5091
ATCC	159	4986
ATCC	160	5005
ATCC	161	5130
ATCC	162	5340
ATCC	163	4438
ATCC	164	4520
ATCC	165	3761
ATCC	166	4005
ATCC	167	4066
ATCC	168	4401
ATCC	169	4490
ATCC	170	4686
ATCC	171	4822
ATCC	172	5272
ATCC	173	5380
ATCC	174	5540
ATCC	175	5534
ATCC	176	5535
ATCC	177	5532
ATCC	178	5540
ATCC	179	5536
ATCC	180	5542
ATCC	181	5532
ATCC	182	5531
ATCC	183	5527
ATCC	184	5540
ATCC	185	5540
ATCC	186	5540
ATCC	187	5540
ATCC	188	5529
ATCC	189	5536
ATCC	190	5532
ATCC	191	5530
ATCC	192	5536
ATCC	193	5511
ATCC	194	5537
ATCC	195	5525
ATCC	196	5512
ATCC	197	5538
ATCC	198	5517
ATCC	199	5533
ATCC	200	5518
ATCC	201	5531
ATCC	202	5525
ATCC	203	5461
ATCC	204	5532
ATCC	205	5525
ATCC	206	5540
ATCC	207	5546
ATCC	208	5512
ATCC	209	5504
ATCC	210	5501
ATCC	211	5536
ATCC	212	5547
ATCC	213	5540
ATCC	214	5544
ATCC	215	5543
ATCC	216	5542
ATCC	217	5547
ATCC	218	5545
ATCC	219	5548
ATCC	220	5547
ATCC	221	5541
ATCC	222	5545
ATCC	223	5535
ATCC	224	5543
ATCC	225	5545
ATCC	226	5544
ATCC	227	5544
ATCC	228	5535
ATCC	229	5543
ATCC	230	5543
ATCC	231	5548
ATCC	232	5543
ATCC	233	5548
ATCC	234	5543
ATCC	235	5543
ATCC	236	5540
ATCC	237	5529
ATCC	238	5545
ATCC	239	5536
ATCC	240	5549
ATCC	241	5535
ATCC	242	5536
ATCC	243	5543
ATCC	244	5539
ATCC	245	5537
ATCC	246	5543
ATCC	247	5542
ATCC	248	5543
ATCC	249	5546
ATCC	250	5543
ATCC	251	5542
ATCC	252	5542
ATCC	253	5546
ATCC	254	5544
ATCC	255	5542
ATCC	256	5543
ATCC	257	5544
ATCC	258	5544
ATCC	259	5539
ATCC	260	5541
ATCC	261	5536
ATCC	262	5541
ATCC	263	5525
ATCC	264	5542
ATCC	265	5539
ATCC	266	5543
ATCC	267	5538
ATCC	268	5547
ATCC	269	5536
ATCC	270	5540
ATCC	271	5543
ATCC	272	5541
ATCC	273	5535
ATCC	274	5544
ATCC	275	5540
ATCC	276	5544
ATCC	277	5537
ATCC	278	5540
ATCC	279	5546
ATCC	280	5549
ATCC	281	5542
ATCC	282	5545
ATCC	283	5541
ATCC	284	5539
ATCC	285	5548
ATCC	286	5529
ATCC	287	5544
ATCC	288	5540
ATCC	289	5533
ATCC	290	5542
ATCC	291	5537
ATCC	292	5532
ATCC	293	5525
ATCC	294	5513
ATCC	295	5530
ATCC	296	5520
ATCC	297	5539
ATCC	298	5515
ATCC	299	5478
ATCC	300	5400
ATCC	301	5047
ATCC	302	5059
ATCC	303	5285
ATCC	304	4410
ATCC	305	4356
ATCC	306	5335
ATCC	307	5500
ATCC	308	5247
ATCC	309	5494
ATCC	310	5370
ATCC	311	5451
ATCC	312	5110
ATCC	313	5091
ATCC	314	5387
ATCC	315	5538
ATCC	316	5534
ATCC	317	5536
ATCC	318	5533
ATCC	319	5543
ATCC	320	5547
ATCC	321	5538
ATCC	322	5534
ATCC	323	5530
ATCC	324	5527
ATCC	325	5546
ATCC	326	5540
ATCC	327	5540
ATCC	328	5534
ATCC	329	5526
ATCC	330	5527
ATCC	331	5527
ATCC	332	5519
ATCC	333	5535
ATCC	334	5514
ATCC	335	5529
ATCC	336	5526
ATCC	337	5519
ATCC	338	5528
ATCC	339	5514
ATCC	340	5525
ATCC	341	5509
ATCC	342	5513
ATCC	343	5521
ATCC	344	5461
ATCC	345	5525
ATCC	346	5519
ATCC	347	5532
ATCC	348	5537
ATCC	349	5519
ATCC	350	5510
ATCC	351	5489
ATCC	352	5505
ATCC	353	5537
ATCC	354	5537
ATCC	355	5540
ATCC	356	5538
ATCC	357	5534
ATCC	358	5539
ATCC	359	5532
ATCC	360	5538
ATCC	361	5535
ATCC	362	5533
ATCC	363	5541
ATCC	364	5535
ATCC	365	5544
ATCC	366	5544
ATCC	367	5539
ATCC	368	5542
ATCC	369	5532
ATCC	370	5543
ATCC	371	5534
ATCC	372	5545
ATCC	373	5537
ATCC	374	5542
ATCC	375	5538
ATCC	376	5537
ATCC	377	5528
ATCC	378	5524
ATCC	379	5537
ATCC	380	5533
ATCC	381	5545
ATCC	382	5533
ATCC	383	5529
ATCC	384	5535
ATCC	385	5532
ATCC	386	5532
ATCC	387	5533
ATCC	388	5536
ATCC	389	5540
ATCC	390	5542
ATCC	391	5540
ATCC	392	5528
ATCC	393	5541
ATCC	394	5534
ATCC	395	5538
